,id_x,name_x,artists_x,new_identifier,popularity_x,duration_ms_x,explicit_x,id_artists_x,release_date_x,danceability_x,energy_x,key_x,loudness_x,mode_x,speechiness_x,acousticness_x,instrumentalness_x,liveness_x,valence_x,tempo_x,time_signature_x,Labels,Labels_list,id_y,name_y,artists_y,popularity_y,duration_ms_y,explicit_y,id_artists_y,release_date_y,danceability_y,energy_y,key_y,loudness_y,mode_y,speechiness_y,acousticness_y,instrumentalness_y,liveness_y,valence_y,tempo_y,time_signature_y,genres,artists_list
10638,3u63uszxopzY7zQD2zou1r,chemical warfare,slayer,chemical warfare_slayer,46,361960,0,['1IQ2e1buppatiN1bxUVkrk'],1984,0.291,0.991,5,-7.272,0,0.132,0.00181,0.000123,0.161,0.0379,100.597,4,"tension, sadness","['tension', 'sadness']",3u63uszxopzY7zQD2zou1r,chemical warfare,slayer,46,361960,0,['1IQ2e1buppatiN1bxUVkrk'],1984,0.291,0.991,5,-7.272,0,0.132,0.00181,0.000123,0.161,0.0379,100.597,4,"['alternative metal', 'death metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']",['slayer']
10640,0EYigGnn91koV8IhpDjCrG,jump (for my love) - single remix,the pointer sisters,jump (for my love) - single remix_the pointer sisters,46,238480,0,['2kreKea2n96dXjcyAU9j5N'],1984-02-01 00:00:00,0.852,0.799,10,-9.03,0,0.0578,0.0303,5.44e-05,0.169,0.918,134.758,4,"power, tension, sadness","['power', 'tension', 'sadness']",59K6GctkD8lWljFYa8eE6D,jump (for my love) - single remix,the pointer sisters,47,254400,0,['2kreKea2n96dXjcyAU9j5N'],2007-12-10,0.853,0.925,10,-3.461,0,0.0989,0.153,2.32e-05,0.361,0.831,134.524,4,"['disco', 'girl group', 'hi-nrg', 'mellow gold', 'motown', 'new wave pop', 'post-disco', 'quiet storm', 'soft rock']",['the pointer sisters']
10641,1By78kkp659I6PkaO0avAC,feels so real (won't let go),patrice rushen,feels so real (won't let go)_patrice rushen,46,409520,0,['1mNnxxnPfHQDOkFjnZmdkc'],1984,0.898,0.506,9,-7.077,0,0.059,0.0414,0.091,0.0281,0.777,104.34,4,tenderness,['tenderness'],1By78kkp659I6PkaO0avAC,feels so real (won't let go),patrice rushen,46,409520,0,['1mNnxxnPfHQDOkFjnZmdkc'],1984,0.898,0.506,9,-7.077,0,0.059,0.0414,0.091,0.0281,0.777,104.34,4,"['disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",['patrice rushen']
10643,41eW0sssMpqOmd3ZqbPeZ9,encore un matin,jean-jacques goldman,encore un matin_jean-jacques goldman,46,251600,0,['2Cx19OTMqa6gpz2l60cGG2'],1984-01-01 00:00:00,0.625,0.88,11,-3.539,0,0.0754,0.274,0.0,0.112,0.23,128.148,4,sadness,['sadness'],4i5YyUO3u0g0rcXjnutfbd,encore un matin,jean-jacques goldman,27,251813,0,['2Cx19OTMqa6gpz2l60cGG2'],1996-11-23,0.648,0.739,11,-6.887,0,0.0594,0.429,0.0,0.0741,0.284,128.134,4,"['chanson', 'francoton', 'french pop', 'french rock']",['jean-jacques goldman']
10644,6noajkkuZkla4d8E6sYUiY,egypt egypt,the egyptian lover,egypt egypt_the egyptian lover,46,319413,0,['6GGVr7WgIWhsnJNdGyPklP'],1984-01-01 00:00:00,0.916,0.704,4,-10.923,0,0.0942,0.0142,0.0114,0.0613,0.476,127.051,4,tenderness,['tenderness'],6noajkkuZkla4d8E6sYUiY,egypt egypt,the egyptian lover,46,319413,0,['6GGVr7WgIWhsnJNdGyPklP'],1984-01-01,0.916,0.704,4,-10.923,0,0.0942,0.0142,0.0114,0.0613,0.476,127.051,4,"['electro', 'miami bass', 'old school hip hop']",['the egyptian lover']
10645,5ponLS88v37duDQHewRDaX,she don't know me,bon jovi,she don't know me_bon jovi,46,242400,0,['58lV9VcRSjABbAbfWS6skp'],1984-01-01 00:00:00,0.556,0.971,3,-3.937,1,0.0778,0.000376,2.46e-05,0.223,0.368,127.901,4,tenderness,['tenderness'],5ponLS88v37duDQHewRDaX,she don't know me,bon jovi,46,242400,0,['58lV9VcRSjABbAbfWS6skp'],1984-01-01,0.556,0.971,3,-3.937,1,0.0778,0.000376,2.46e-05,0.223,0.368,127.901,4,"['glam metal', 'hard rock', 'rock']",['bon jovi']
10646,0umX28ds4c5vLGiNsH2DsA,i need more of you,the bellamy brothers,i need more of you_the bellamy brothers,46,206480,0,['5iB5AWIa7qreioi0AF3Bxa'],1984-06-16 00:00:00,0.643,0.732,7,-7.716,1,0.0295,0.0328,3.69e-06,0.123,0.872,118.818,4,"tenderness, sadness","['tenderness', 'sadness']",0umX28ds4c5vLGiNsH2DsA,i need more of you,the bellamy brothers,46,206480,0,['5iB5AWIa7qreioi0AF3Bxa'],1984-06-16,0.643,0.732,7,-7.716,1,0.0295,0.0328,3.69e-06,0.123,0.872,118.818,4,"['country', 'country rock']",['the bellamy brothers']
10647,1UjdzJkBwidn55CUo5TB1O,the war song - remastered 2003,culture club,the war song - remastered 2003_culture club,46,253987,0,['6kz53iCdBSqhQCZ21CoLcc'],1984-11-01 00:00:00,0.811,0.76,0,-6.685,1,0.0389,0.225,0.0,0.0527,0.913,117.14,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']",1UjdzJkBwidn55CUo5TB1O,the war song - remastered 2003,culture club,46,253987,0,['6kz53iCdBSqhQCZ21CoLcc'],1984-11-01,0.811,0.76,0,-6.685,1,0.0389,0.225,0.0,0.0527,0.913,117.14,4,"['disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",['culture club']
10648,019KRrap2TW8ASDAWbe6OU,once in a lifetime - live,talking heads,once in a lifetime - live_talking heads,46,325573,0,['2x9SpqnPi8rlE9pjHBwmSC'],1984,0.518,0.769,2,-8.696,1,0.102,0.028,5.31e-05,0.962,0.571,122.783,4,sadness,['sadness'],019KRrap2TW8ASDAWbe6OU,once in a lifetime - live,talking heads,46,325573,0,['2x9SpqnPi8rlE9pjHBwmSC'],1984,0.518,0.769,2,-8.696,1,0.102,0.028,5.31e-05,0.962,0.571,122.783,4,"['art punk', 'art rock', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",['talking heads']
10649,7oohAw9hiIMJqnewJ7vhOk,pagode russo,luiz gonzaga,pagode russo_luiz gonzaga,45,131533,0,['2ZofT7n9AlTKf7KDCoHGgD'],1984-07-23 00:00:00,0.732,0.926,2,-5.232,0,0.0367,0.355,0.000148,0.26,0.934,143.81,4,sadness,['sadness'],7oohAw9hiIMJqnewJ7vhOk,pagode russo,luiz gonzaga,45,131533,0,['2ZofT7n9AlTKf7KDCoHGgD'],1984-07-23,0.732,0.926,2,-5.232,0,0.0367,0.355,0.000148,0.26,0.934,143.81,4,"['accordion', 'baiao', 'bossa nova', 'forro', 'forro tradicional', 'mpb', 'samba', 'velha guarda']",['luiz gonzaga']
10650,6KQLnQDDqaqGqog4jsiYb7,salve,la polla records,salve_la polla records,45,186000,0,['3vHlZN6pTa2zOl2eVxiEdJ'],1984,0.589,0.712,11,-12.255,0,0.0755,0.00539,0.0,0.121,0.278,92.233,4,sadness,['sadness'],6KQLnQDDqaqGqog4jsiYb7,salve,la polla records,45,186000,0,['3vHlZN6pTa2zOl2eVxiEdJ'],1984,0.589,0.712,11,-12.255,0,0.0755,0.00539,0.0,0.121,0.278,92.233,4,['spanish punk'],['la polla records']
10651,6COoRaCNma7V9sBf81y9EK,i send a message,inxs,i send a message_inxs,45,202427,0,['1eClJfHLoDI4rZe5HxzBFv'],1984,0.816,0.508,0,-6.839,1,0.0644,0.0788,0.532,0.0745,0.666,136.439,4,"tension, sadness","['tension', 'sadness']",6COoRaCNma7V9sBf81y9EK,i send a message,inxs,45,202427,0,['1eClJfHLoDI4rZe5HxzBFv'],1984,0.816,0.508,0,-6.839,1,0.0644,0.0788,0.532,0.0745,0.666,136.439,4,"['australian rock', 'classic rock', 'dance rock', 'funk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock']",['inxs']
10657,41Laec0pItedzpw2D8HWYp,(feels like) heaven,fiction factory,(feels like) heaven_fiction factory,59,213960,0,['6T6T5RCps6bHzTSDq8pyFj'],1984-05-15 00:00:00,0.541,0.822,3,-10.978,1,0.049,0.214,0.00314,0.0521,0.719,116.659,4,sadness,['sadness'],3a7MoHJhyrq6RkToMqwghf,(feels like) heaven,fiction factory,39,213360,0,['6T6T5RCps6bHzTSDq8pyFj'],1984,0.522,0.923,0,-4.744,0,0.0615,0.142,0.0222,0.0687,0.682,116.595,4,"['new romantic', 'new wave', 'new wave pop', 'scottish new wave', 'synthpop']",['fiction factory']
10659,2yAiIlVQa2wy9M5JnSrjMm,flash of the blade - 2015 remaster,iron maiden,flash of the blade - 2015 remaster_iron maiden,45,245573,0,['6mdiAmATAx73kdxrNrnlao'],1984,0.392,0.963,7,-4.826,1,0.0469,0.00854,0.00234,0.228,0.653,110.695,4,"power, tension, sadness","['power', 'tension', 'sadness']",5neOQat8noAN5rcajrWhzh,flash of the blade - 2015 remaster,iron maiden,39,245573,0,['6mdiAmATAx73kdxrNrnlao'],1984-09-03,0.392,0.963,7,-4.826,1,0.0469,0.00854,0.00234,0.228,0.653,110.695,4,"['album rock', 'hard rock', 'metal', 'nwobhm', 'rock']",['iron maiden']
10661,2bMbJAmzlieRzChjjx4Jtp,"die, die my darling",misfits,"die, die my darling_misfits",45,191733,0,['1cXi8ALPQCBHZbf0EgP4Ey'],1984-01-01 00:00:00,0.313,0.876,11,-13.151,0,0.0386,0.436,0.0,0.0989,0.547,172.717,4,sadness,['sadness'],4Rme8TxEaNV09wp64AWd2y,"die, die my darling",misfits,49,189560,0,['1cXi8ALPQCBHZbf0EgP4Ey'],1986-01-01,0.337,0.862,11,-10.749,0,0.044,0.573,4.58e-05,0.147,0.589,172.127,4,"['horror punk', 'new jersey hardcore', 'new jersey punk', 'punk']",['misfits']
10663,5HDvQApGjUbbIMqRBeRm2e,couldn't stand the weather,stevie ray vaughan,couldn't stand the weather_stevie ray vaughan,45,281253,0,['5fsDcuclIe8ZiBD5P787K1'],1984,0.462,0.65,1,-10.19,1,0.0547,0.0616,0.293,0.192,0.525,118.196,4,sadness,['sadness'],1wKWmUEdhYn47Znz5CzV5p,couldn't stand the weather,stevie ray vaughan,34,281040,0,['5fsDcuclIe8ZiBD5P787K1'],1984,0.538,0.654,1,-10.155,1,0.0486,0.069,0.323,0.197,0.53,121.002,4,"['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'instrumental rock', 'modern blues', 'rock', 'texas blues']",['stevie ray vaughan']
10665,2fnRNygHyrbXvhwv3VW2gN,weak in the presence of beauty,alison moyet,weak in the presence of beauty_alison moyet,45,226733,0,['0s0rOb0gT2S9N0SDcjtPC4'],1984,0.674,0.697,0,-10.55,1,0.0257,0.134,0.0,0.078,0.928,106.826,4,"tenderness, sadness","['tenderness', 'sadness']",4Xp0twuoZ5uUhSXSS9KClY,weak in the presence of beauty,alison moyet,28,211973,0,['0s0rOb0gT2S9N0SDcjtPC4'],1982,0.662,0.817,0,-6.548,1,0.0274,0.109,0.0,0.179,0.956,106.803,4,"['classic uk pop', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'sophisti-pop', 'synthpop']",['alison moyet']
10666,7mlrI6GQJLbDPhBkAK1TkC,miserable lie - 2011 remaster,the smiths,miserable lie - 2011 remaster_the smiths,45,267813,0,['3yY2gUcIsjMr8hjo51PoJ8'],1984-02-20 00:00:00,0.346,0.928,11,-6.549,0,0.131,0.000283,0.00331,0.0718,0.528,148.444,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']",7mlrI6GQJLbDPhBkAK1TkC,miserable lie - 2011 remaster,the smiths,45,267813,0,['3yY2gUcIsjMr8hjo51PoJ8'],1984-02-20,0.346,0.928,11,-6.549,0,0.131,0.000283,0.00331,0.0718,0.528,148.444,4,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",['the smiths']
10667,6rQojhEQbtyjpDjfl9F64O,i can't stand the rain - 2015 remaster,tina turner,i can't stand the rain - 2015 remaster_tina turner,45,223173,0,['1zuJe6b1roixEKMOtyrEak'],1984-05-29 00:00:00,0.775,0.751,10,-5.803,0,0.0974,0.147,0.000202,0.0347,0.834,88.245,4,"power, tension, sadness","['power', 'tension', 'sadness']",6rQojhEQbtyjpDjfl9F64O,i can't stand the rain - 2015 remaster,tina turner,45,223173,0,['1zuJe6b1roixEKMOtyrEak'],1984-05-29,0.775,0.751,10,-5.803,0,0.0974,0.147,0.000202,0.0347,0.834,88.245,4,"['disco', 'new wave pop', 'soft rock']",['tina turner']
10669,5Eald1GAoLr6NNtOkgOaMO,cherry bomb,joan jett & the blackhearts,cherry bomb_joan jett & the blackhearts,45,155747,0,['1Fmb52lZ6Jv7FMWXXTPO3K'],1984-10-01 00:00:00,0.533,0.926,11,-6.139,1,0.0525,0.225,4.8e-05,0.0572,0.401,128.51,4,tenderness,['tenderness'],2Ef92XBBEGsnP35iTX2E0Z,cherry bomb,joan jett & the blackhearts,46,153720,0,['1Fmb52lZ6Jv7FMWXXTPO3K'],1999-06-09,0.537,0.904,11,-7.417,1,0.0481,0.166,3.8e-05,0.0782,0.369,128.621,4,"['glam punk', 'rock']",['joan jett & the blackhearts']
10670,43nVoP1xPa5fbmAwxeN5fY,1984 - 2015 remaster,van halen,1984 - 2015 remaster_van halen,45,67574,0,['2cnMpRsOVqtPMfq7YiFE6K'],1984-01-04 00:00:00,0.153,0.201,4,-18.145,1,0.0381,0.418,7.43e-05,0.196,0.0695,71.513,3,"power, tension","['power', 'tension']",43nVoP1xPa5fbmAwxeN5fY,1984 - 2015 remaster,van halen,45,67574,0,['2cnMpRsOVqtPMfq7YiFE6K'],1984-01-04,0.153,0.201,4,-18.145,1,0.0381,0.418,7.43e-05,0.196,0.0695,71.513,3,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock']",['van halen']
10672,3PefhAnxRxxxeimzWetwnT,red sector a,rush,red sector a_rush,45,309147,0,['2Hkut4rAAyrQxRdof7FVJq'],1984-01-01 00:00:00,0.621,0.814,9,-8.132,0,0.0335,0.0112,0.000669,0.129,0.505,114.61,4,"tension, sadness","['tension', 'sadness']",5YsrGiOhGUGzW89RXrLYGV,red sector a,rush,30,311867,0,['2Hkut4rAAyrQxRdof7FVJq'],1984-01-01,0.621,0.814,9,-8.046,0,0.0353,0.0134,0.00076,0.122,0.513,114.649,4,"['album rock', 'art rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'rock']",['rush']
10673,54oikFTXZX56fEO6DnSoYd,"amigo do sol, amigo da chuva",benito di paula,"amigo do sol, amigo da chuva_benito di paula",45,231240,0,['32GW4h2xb3glY99mWLjwlG'],1984-08-25 00:00:00,0.521,0.439,4,-12.113,1,0.0569,0.322,0.0,0.299,0.687,127.717,4,sadness,['sadness'],54oikFTXZX56fEO6DnSoYd,"amigo do sol, amigo da chuva",benito di paula,45,231240,0,['32GW4h2xb3glY99mWLjwlG'],1984-08-25,0.521,0.439,4,-12.113,1,0.0569,0.322,0.0,0.299,0.687,127.717,4,"['mpb', 'pagode', 'samba', 'velha guarda']",['benito di paula']
10674,5nendZOQVR20b65UiY3eJp,"waiting in vain - 12"" single version",bob marley & the wailers,"waiting in vain - 12"" single version_bob marley & the wailers",45,356600,0,['2QsynagSdAqZj3U9HgDzjD'],1984-05-01 00:00:00,0.782,0.618,8,-7.222,1,0.187,0.313,0.000763,0.0894,0.96,79.048,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']",5nendZOQVR20b65UiY3eJp,"waiting in vain - 12"" single version",bob marley & the wailers,45,356600,0,['2QsynagSdAqZj3U9HgDzjD'],1984-05-01,0.782,0.618,8,-7.222,1,0.187,0.313,0.000763,0.0894,0.96,79.048,4,"['reggae', 'roots reggae']",['bob marley & the wailers']
10678,00FDHurakzVEiPutdUxXXq,wouldn't it be good,nik kershaw,wouldn't it be good_nik kershaw,64,277053,0,['7kCL98rPFsNKjAHDmWrMac'],1984-01-01 00:00:00,0.655,0.705,2,-8.529,0,0.0285,0.169,0.0139,0.0698,0.749,97.007,4,tenderness,['tenderness'],34yZYzGEslpYGKU3VlGRDn,wouldn't it be good,nik kershaw,45,290592,0,['7kCL98rPFsNKjAHDmWrMac'],1984,0.62,0.52,5,-10.489,1,0.0239,0.016,0.00103,0.132,0.681,94.938,4,"['europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",['nik kershaw']
10679,7BajdQYAHjGjwVmddeRlUn,loving the alien - 2018 remaster,david bowie,loving the alien - 2018 remaster_david bowie,45,432680,0,['0oSGxfWSnnOXhD2fKuz2Gy'],1984-09-29 00:00:00,0.604,0.779,0,-7.549,1,0.0262,0.0151,0.0026,0.141,0.762,118.24,4,"power, tension","['power', 'tension']",7BajdQYAHjGjwVmddeRlUn,loving the alien - 2018 remaster,david bowie,45,432680,0,['0oSGxfWSnnOXhD2fKuz2Gy'],1984-09-29,0.604,0.779,0,-7.549,1,0.0262,0.0151,0.0026,0.141,0.762,118.24,4,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",['david bowie']
10680,4Xgswinq80oMl4a0xhBMWT,the hand that rocks the cradle - 2011 remaster,the smiths,the hand that rocks the cradle - 2011 remaster_the smiths,45,277987,0,['3yY2gUcIsjMr8hjo51PoJ8'],1984-02-20 00:00:00,0.621,0.766,9,-10.043,1,0.0316,0.00082,1.9e-06,0.21,0.936,115.621,4,"power, tension, sadness","['power', 'tension', 'sadness']",4Xgswinq80oMl4a0xhBMWT,the hand that rocks the cradle - 2011 remaster,the smiths,45,277987,0,['3yY2gUcIsjMr8hjo51PoJ8'],1984-02-20,0.621,0.766,9,-10.043,1,0.0316,0.00082,1.9e-06,0.21,0.936,115.621,4,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",['the smiths']
10681,2dl3x4sZAhLXRdc1m7Kreh,sotto le stelle del jazz,paolo conte,sotto le stelle del jazz_paolo conte,45,222667,0,['7bAIYB0KGbYXlGbIjyFAcI'],1984-10-23 00:00:00,0.692,0.109,7,-24.661,1,0.0427,0.214,6.26e-06,0.122,0.332,83.198,4,"tenderness, sadness","['tenderness', 'sadness']",2dl3x4sZAhLXRdc1m7Kreh,sotto le stelle del jazz,paolo conte,45,222667,0,['7bAIYB0KGbYXlGbIjyFAcI'],1984-10-23,0.692,0.109,7,-24.661,1,0.0427,0.214,6.26e-06,0.122,0.332,83.198,4,"['folk rock italiano', 'italian adult pop']",['paolo conte']
10682,7yaAq7FKFtjrndst1JTNoA,eu sou free,sempre livre,eu sou free_sempre livre,45,227760,0,['5CorrQPbOid8RKf5rCpxG7'],1984-03-30 00:00:00,0.587,0.441,2,-15.197,1,0.0376,0.45,0.0,0.355,0.815,144.821,4,"tension, sadness","['tension', 'sadness']",7yaAq7FKFtjrndst1JTNoA,eu sou free,sempre livre,45,227760,0,['5CorrQPbOid8RKf5rCpxG7'],1984-03-30,0.587,0.441,2,-15.197,1,0.0376,0.45,0.0,0.355,0.815,144.821,4,['rock nacional brasileiro'],['sempre livre']
10683,6ZZ2ddUz2ZuQpkFeJm3FlK,don't stop runnin',y&t,don't stop runnin'_y&t,45,261773,0,['49Cw140t9jupn4S3udehoP'],1984,0.322,0.963,9,-3.966,1,0.0674,0.00279,4.22e-06,0.0653,0.692,166.306,4,tenderness,['tenderness'],6ZZ2ddUz2ZuQpkFeJm3FlK,don't stop runnin',y&t,45,261773,0,['49Cw140t9jupn4S3udehoP'],1984,0.322,0.963,9,-3.966,1,0.0674,0.00279,4.22e-06,0.0653,0.692,166.306,4,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']",['y&t']
10684,3HbxkSkG6ifySM3R13vppN,lack of communication,ratt,lack of communication_ratt,45,234373,0,['3tufWJzpCiAGleBt5TkmTn'],1984-02-14 00:00:00,0.63,0.913,7,-9.009,0,0.0897,0.00552,0.0,0.18,0.543,146.796,4,"tension, sadness","['tension', 'sadness']",3HbxkSkG6ifySM3R13vppN,lack of communication,ratt,45,234373,0,['3tufWJzpCiAGleBt5TkmTn'],1984-02-14,0.63,0.913,7,-9.009,0,0.0897,0.00552,0.0,0.18,0.543,146.796,4,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",['ratt']
10686,1E6caAhjKnBEGcO4tgoVJ0,voices,russ ballard,voices_russ ballard,45,334760,0,['1TOvAjOdz0YBx2wVRlBvFA'],1984,0.553,0.673,2,-14.891,1,0.0558,0.00329,0.00039,0.0612,0.0873,92.561,4,"tension, sadness","['tension', 'sadness']",6IFbK2rJxSeimg1knh6diB,voices,russ ballard,35,334227,0,['1TOvAjOdz0YBx2wVRlBvFA'],1984,0.552,0.677,2,-14.871,1,0.0543,0.00312,0.000235,0.0644,0.0885,92.549,4,['album rock'],['russ ballard']
10687,0GlvumAvsHZNF4rkRhMUYq,guilty,"al bowlly, the ray noble orchestra","guilty_al bowlly, the ray noble orchestra",45,195992,0,"['6l3iPTof4l2D75Wawq9w7R', '4hITk8oMmK52Jun8djsJ2z']",1984-07-01 00:00:00,0.372,0.309,3,-10.339,0,0.037,0.981,0.154,0.0686,0.444,100.856,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']",0GlvumAvsHZNF4rkRhMUYq,guilty,"al bowlly, the ray noble orchestra",45,195992,0,"['6l3iPTof4l2D75Wawq9w7R', '4hITk8oMmK52Jun8djsJ2z']",1984-07-01,0.372,0.309,3,-10.339,0,0.037,0.981,0.154,0.0686,0.444,100.856,4,"['adult standards', 'big band', 'british dance band', 'swing']","['al bowlly', ' the ray noble orchestra']"
10688,5XnbVgWDp1YgK4m04Y1w1v,y que culpa tengo yo?,chayanne,y que culpa tengo yo?_chayanne,45,211027,0,['1JbemQ1fPt2YmSLjAFhPBv'],1984-04-26 00:00:00,0.381,0.558,0,-5.213,1,0.0289,0.429,0.0,0.172,0.261,163.736,4,"tension, sadness","['tension', 'sadness']",5XnbVgWDp1YgK4m04Y1w1v,y que culpa tengo yo?,chayanne,45,211027,0,['1JbemQ1fPt2YmSLjAFhPBv'],1984-04-26,0.381,0.558,0,-5.213,1,0.0289,0.429,0.0,0.172,0.261,163.736,4,"['latin', 'latin pop', 'puerto rican pop', 'tropical']",['chayanne']
10690,0wtVwuQS2IEaCiJP7r0SMg,waarom fluister ik je naam nog,benny neyman,waarom fluister ik je naam nog_benny neyman,45,227000,0,['31QaP8ttyZpVIXabCmWKc2'],1984,0.459,0.361,4,-13.325,1,0.0263,0.322,4.22e-06,0.2,0.37,94.236,4,sadness,['sadness'],1Mf4CXEX26bmzrr9n3nZ3W,waarom fluister ik je naam nog,benny neyman,37,225307,0,['31QaP8ttyZpVIXabCmWKc2'],2008-03-03,0.498,0.447,4,-10.204,1,0.0254,0.306,0.00123,0.14,0.33,94.422,4,"['classic belgian pop', 'levenslied', 'nederpop']",['benny neyman']
10691,7mL0DJOgIJ9Z4b0NHVtTZe,meeting in the ladies room,klymaxx,meeting in the ladies room_klymaxx,45,316373,0,['2wh5Qu35PjDbJBqAv65RGa'],1984-01-01 00:00:00,0.822,0.64,11,-14.306,0,0.0579,0.0943,0.551,0.0534,0.965,127.972,4,"power, tension","['power', 'tension']",7mL0DJOgIJ9Z4b0NHVtTZe,meeting in the ladies room,klymaxx,45,316373,0,['2wh5Qu35PjDbJBqAv65RGa'],1984-01-01,0.822,0.64,11,-14.306,0,0.0579,0.0943,0.551,0.0534,0.965,127.972,4,"['freestyle', 'funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']",['klymaxx']
10692,3d6UefBBvhqHxJLZdm8scF,i miss you,klymaxx,i miss you_klymaxx,45,333267,0,['2wh5Qu35PjDbJBqAv65RGa'],1984-01-01 00:00:00,0.553,0.345,5,-18.267,1,0.0342,0.499,0.0,0.252,0.305,139.562,4,"tenderness, sadness","['tenderness', 'sadness']",3d6UefBBvhqHxJLZdm8scF,i miss you,klymaxx,45,333267,0,['2wh5Qu35PjDbJBqAv65RGa'],1984-01-01,0.553,0.345,5,-18.267,1,0.0342,0.499,0.0,0.252,0.305,139.562,4,"['freestyle', 'funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']",['klymaxx']
10695,6rH2JRSsG4PInKoUOcshrX,the caterpillar,the cure,the caterpillar_the cure,44,221827,0,['7bu3H8JO7d0UbMoVzbo70s'],1984-04-30 00:00:00,0.745,0.808,2,-8.377,1,0.0388,0.199,0.000692,0.419,0.856,123.912,4,"tenderness, sadness","['tenderness', 'sadness']",6on9IqOUyKYJNvzzj1UJpG,the caterpillar,the cure,30,218947,0,['7bu3H8JO7d0UbMoVzbo70s'],1984-04-30,0.738,0.537,2,-17.23,1,0.0387,0.285,0.0111,0.734,0.808,124.823,4,"['new wave', 'permanent wave', 'rock']",['the cure']
10697,1yd8Y1K3dtaeq4T6y87Lun,hengaillaan,kirka,hengaillaan_kirka,44,160267,0,['1RJAalQs0oU7mC5krUYvrO'],1984-01-23 00:00:00,0.727,0.691,6,-10.991,1,0.0335,0.152,3.37e-06,0.364,0.963,125.731,4,"tension, sadness","['tension', 'sadness']",2qubufXQHBLjCdn9piCnJc,hengaillaan,kirka,33,158600,0,['1RJAalQs0oU7mC5krUYvrO'],2006-02-23,0.753,0.756,3,-9.845,0,0.0389,0.193,0.0,0.374,0.966,125.681,4,"['classic finnish pop', 'classic finnish rock', 'classic iskelma', 'finnish pop', 'iskelma', 'suomi rock']",['kirka']
10698,1EZmeztCbpOM1vqDlGyJLQ,this is my night,chaka khan,this is my night_chaka khan,44,280627,0,['6mQfAAqZGBzIfrmlZCeaYT'],1984,0.735,0.893,4,-11.104,0,0.0718,0.0136,0.033,0.048,0.693,108.901,4,"joyful activation, tenderness","['joyful activation', 'tenderness']",1EZmeztCbpOM1vqDlGyJLQ,this is my night,chaka khan,44,280627,0,['6mQfAAqZGBzIfrmlZCeaYT'],1984,0.735,0.893,4,-11.104,0,0.0718,0.0136,0.033,0.048,0.693,108.901,4,"['dance pop', 'disco', 'funk', 'motown', 'neo soul', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",['chaka khan']
10699,33GgRQ2PCzLGotP6KWwj1T,holyanna,toto,holyanna_toto,44,257773,0,['0PFtn5NtBbbUNbU9EAmIWF'],1984-11,0.481,0.714,11,-15.129,0,0.0284,0.0286,7.89e-05,0.28,0.831,173.282,4,tenderness,['tenderness'],33GgRQ2PCzLGotP6KWwj1T,holyanna,toto,44,257773,0,['0PFtn5NtBbbUNbU9EAmIWF'],1984-11,0.481,0.714,11,-15.129,0,0.0284,0.0286,7.89e-05,0.28,0.831,173.282,4,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",['toto']
10700,4OWkTpnfB48ykpupXSbZXD,people need the lord,steve green,people need the lord_steve green,44,283933,0,['6eGXFEwOdfD1dIPyu6c5cG'],1984-01-01 00:00:00,0.226,0.0563,2,-20.185,1,0.0323,0.83,4.35e-06,0.121,0.13,76.477,4,sadness,['sadness'],4OWkTpnfB48ykpupXSbZXD,people need the lord,steve green,44,283933,0,['6eGXFEwOdfD1dIPyu6c5cG'],1984-01-01,0.226,0.0563,2,-20.185,1,0.0323,0.83,4.35e-06,0.121,0.13,76.477,4,"['christian relaxative', 'worship']",['steve green']
